103年新北市地方公職人員選舉投開票所設置地點一覽表(草案),,,,,,,
,,,,,,,
,,,,,,,
板橋區(第4選舉區),,,,,,,
投開票所編號,場所名稱,投開票所地址,所屬里別,所屬鄰別,監察員姓名,備註,
922,公館社區活動中心（後）,光正街５７號,公?里,"1,3,8,9,17-20",,,
923,文德國小(118教室),英士路１７９號,公?里,10-15,,,
924,中山國中(112教室),文化路一段１８８巷５６號,新民里,1-9,,,
925,中山國中(110教室),文化路一段１８８巷５６號,新民里,10-17,,,
926,中山國中(108教室),文化路一段１８８巷５６號,新民里,18-26,,,
927,文德國小(117教室),英士路１７９號,幸福里,1-9,,,
928,文德國小(114教室),英士路１７９號,幸福里,10-13,,,
929,文德國小(115教室),英士路１７９號,幸福里,14-19,,,
930,新埔國中(128教室),新海路１８１號,文德里,"1,2,8-12",,,
931,新埔國中(129教室),新海路１８１號,文德里,3-7,,,
932,致理技術學院（B12教室）,文化路１段３１３號,忠誠里,"1,2,4-8",,,
933,致理技術學院（B13教室）,文化路１段３１３號,忠誠里,9-15,,,
934,健華新城活動中心,文化路一段３０９號,忠誠里,3,,,
935,新埔國小(127教室),陽明街２０６號,陽明里,1-10,,,
936,新埔國小(128教室),陽明街２０６號,陽明里,11-17,,,
937,中山國中(107教室),文化路一段１８８巷５６號,百壽里,1-8,,,
938,中山國中(105教室),文化路一段１８８巷５６號,百壽里,9-17,,,
939,中山國中(103教室),文化路一段１８８巷５６號,介壽里,1-10,,,
940,介壽市民活動中心(一樓),民生路二段８９號之５(民生陸橋下),介壽里,11-17,,,
941,民宅,自由路２６巷２８號,新埔里,1-6,,,
942,民宅,自由路２６巷２８號,新埔里,7-13,,,
943,華江市民活動中心,民生路二段５６號之６(民生陸橋下）,華江里,"1-5,14,21-23",,,
944,埤墘社區發展協會社區照顧關懷據點,莊敬路１７９號(中山公園內),華江里,6-13,,,
945,埤墘社區發展協會(鶴齡交誼中心),莊敬路１７９號(中山公園內),華江里,"15-20,24",,,
946,合安社,莊敬路１７９號(中山公園內),華江里,25-30,,新增,
947,江翠國中(119教室),松江街６３號,江翠里,1-8,,,
948,江翠國中(120教室),松江街６３號,江翠里,9-14,,,
949,江翠國中(122教室),松江街６３號,江翠里,15-20,,,
950,江翠國中(127教室),松江街６３號,純翠里,"1-7,14",,,
951,江翠國中(129教室),松江街６３號,純翠里,8-11,,,
952,江翠國中(130教室),松江街６３號,純翠里,"12,13,15",,,
953,江翠國小(E101教室),文化路二段４１３號,溪頭里,"1-5,24",,,
954,溪頭公園(潮和社館),溪頭街臨３５６之１號,溪頭里,"6,7,10,25",,,
955,江翠國小(E102教室),文化路二段４１３號,溪頭里,"8,9,11-14",,,
956,江翠國小(E103教室),文化路二段４１３號,溪頭里,15-23,,,
957,江翠國中(135教室),松江街６３號,聯翠里,1-6,,,
958,江翠國中(136教室),松江街６３號,聯翠里,7-17,,,
959,江翠國中(123教室),松江街６３號,文化里,1-8,,,
960,江翠國中(124教室),松江街６３號,文化里,9-17,,,
961,民宅,長江路一段１３０號１樓,宏翠里,"2,5-10,12",,,
962,民宅,長江路一段１５６巷９弄１７號１樓,宏翠里,"1,4,11,13-16",,變更,
963,民宅(巨蛋東京花園中庭),民生路三段３１５號,宏翠里,3,,變更,
964,新南宮,長江路一段１０６巷１３弄３２號,仁翠里,"1-3,10,13-16",,,
965,民宅,四維路２９１巷２弄１２號,仁翠里,"4-9,11,12",,,
966,新埔國中(130教室),新海路１８１號,新翠里,1-9,,,
967,新埔國中(131教室),新海路１８１號,新翠里,10-16,,,
968,新埔國中(132教室),新海路１８１號,新翠里,17-22,,,
969,新埔國中(133教室),新海路１８１號,新翠里,23-29,,,
970,新埔國小(114教室),陽明街２０６號,朝陽里,1-7,,,
971,新埔國小(115教室),陽明街２０６號,朝陽里,8-12,,,
972,新埔國小(116教室),陽明街２０６號,朝陽里,13-16,,,
973,北天宮,裕民街９１號,吉翠里,1-6,,,
974,裕民大樓會議室,裕民街１２０號,吉翠里,12-16,,,
975,慈后宮活動中心,長江路一段１０６巷１０號,吉翠里,7-11,,,
976,新海福德宮(管理委員會),綠堤街３８號,德翠里,"1-6,12-14",,,
977,新海福德宮(老人活動中心),綠堤街３８號,德翠里,"8-11,15-18",,,
978,太陽村社區（會議室）,龍泉街９０巷１號,德翠里,"7,19-22",,,
979,大貴社區一樓交誼廳,龍泉街１０８巷１３８號,德翠里,23-26,,,
980,新埔國中(體育館右前),新海路１８１號,新海里,1-7,,,
981,新埔國中(體育館右後),新海路１８１號,新海里,8-15,,,
982,新埔國中(體育館左中),新海路１８１號,新海里,16-21,,,
983,新埔國小(129教室),陽明街２０６號,滿翠里,"1-5,19",,,
984,新埔國小(130教室),陽明街２０６號,滿翠里,"6,12-15,17,20",,,
985,六里聯合活動中心(大漢橋下）,民生路三段臨２７０之１號,滿翠里,"7-11,16,18",,,
986,新埔國小(117教室),陽明街２０６號,明翠里,1-7,,,
987,新埔國小(118教室),陽明街２６０號,明翠里,8-13,,,
988,新埔國小(119教室),陽明街２０６號,明翠里,14-18,,,
989,新埔國小(120教室),陽明街２０６號,明翠里,19-22,,,
990,文聖國小(101教室),文聖街８６號,松翠里,1-9,,,
991,文聖國小(102教室),文聖街８６號,松翠里,10-18,,,
992,江翠國小(121教室),文化路二段４１３號,柏翠里,1-9,,,
993,江翠國小(122教室),文化路二段４１３號,柏翠里,10-18,,,
994,文聖國小(103教室),文聖街８６號,龍翠里,1-7,,,
995,文聖國小(104教室),文聖街８６號,龍翠里,8-13,,,
996,文聖國小(105教室),文聖街８６號,龍翠里,14-20,,,
997,文聖國小(106教室),文聖街８６號,松柏里,1-6,,,
998,文聖國小(108教室),文聖街８６號,松柏里,7-12,,,
999,莒光國小(120教室),莒光路１６３號,華翠里,1-10,,,
1000,莒光國小(119教室),莒光路１６３號,華翠里,11-19,,,
1001,莒光國小(110教室),莒光路１６３號,莒光里,1-8,,,
1002,莒光國小(108教室),莒光路１６３號,莒光里,9-17,,,
1003,莒光國小(102教室),莒光路１６３號,忠翠里,"1,2,4-7",,,
1004,莒光國小(101教室),莒光路１６３號,忠翠里,"3,13-19",,,
1005,莒光國小(115教室),莒光路１６３號,忠翠里,"8,21,24,26,27",,,
1006,藝文中心自修教室(市立圖書館),莊敬路６２號,忠翠里,"20,22,23",,,
1007,藝文中心自修教室(市立圖書館),莊敬路６２號,忠翠里,"9-12,25,28",,,
1008,文聖國小(109教室),文聖街８６號,嵐翠里,1-6,,,
1009,文聖國小(110教室),文聖街８６號,嵐翠里,7-12,,,
1010,文聖國小(111教室),文聖街８６號,文聖里,1-8,,,
1011,文聖國小(119教室),文聖街８９號,文聖里,9-17,,,
1012,文翠市民活動中心(鳳山寺),民治街３６之２號,文翠里,10-17,,,
1013,江翠國小(126教室),文化路二段４１３號,文翠里,"2-4,8,9",,,
1014,江翠國小(127教室),文化路二段４１３號,文翠里,"1,5-7,18,19",,,
1015,青翠柏翠嵐翠市民活動中心,文化路二段６５４號之１１,青翠里,1-8,,,
1016,青翠柏翠嵐翠市民活動中心,文化路二段６５４號之１１,青翠里,9-15,,,
1017,文聖國小(219教室),文聖街８６號,懷翠里,1-8,,,
1018,文聖國小(221教室),文聖街８６號,懷翠里,9-18,,,
1019,文聖國小(222教室),文聖街８６號,懷翠里,19-26,,,
1020,福翠市民活動中心,萬板路８１２之１號,福翠里,全里,,,
1021,港嘴地區活動中心大禮堂(左前),縣民大道三段２４５號之１,港嘴里,1-7,,,
1022,港嘴地區活動中心大禮堂(左後),縣民大道三段２４５號之１,港嘴里,8-14,,,
1023,港嘴地區活動中心大禮堂(右前),縣民大道三段２４５號之１,港嘴里,15-19,,,
1024,港嘴地區活動中心大禮堂(右後),縣民大道三段２４５號之１,港嘴里,20-25,,,
1025,埤墘地區五里聯合活動中心,縣民大道三段３３號之１,埤墘里,"1-5,8",,,
1026,埤墘地區五里聯合活動中心,縣民大道三段３３號之１,埤墘里,"6,7,9-17",,,
1027,莊敬公園活動中心,民生路二段１２０號,莊敬里,1-7,,,
1028,民宅,縣民大道三段３３巷９弄７號,莊敬里,8-14,,,
1029,永安公園活動中心(正門右側),雙十路一段２５號,永安里,1-8,,,
1030,永安公園活動中心(正門左側),雙十路一段２５號,永安里,9-17,,,
1031,民宅(車庫),翠華街６巷８６號,振興里,"4-7,12,15,16",,變更,
1032,坡仔公廟前老人休閒中心,中山路二段５０５巷５６號邊,振興里,"1,3,10,13,14,17",,,
1033,港嘴地區活動中心藝文教室（1）,縣民大道三段２４５號之１,振興里,"2,8,9,11",,,
1034,北天廟,萬安街１２４巷４號,振義里,"5-8,11,15,17",,,
1035,板橋逢元宮,中山路二段５６５巷２９號,振義里,"2,3,4,9,10,14,16",,,
1036,紅雲府,翠華街１２巷１號,振義里,"1,12,13",,,
1037,真武廟自強樓右側（廟前空地）,光復街１９２巷１１號,光復里,1-14,,,
1038,真武廟自強樓左側（廟前空地）,光復街１９２巷１１號,光復里,15-25,,,
1039,埔墘市民活動中心,光復街２號,埔墘里,"1-10,16,17",,,
1040,中山首府後側門,中山路二段３２６號,埔墘里,11-15,,,
1041,光仁中學（國三愛）,中山路二段２５５巷１８號,埔墘里,"18,19(含20鄰中山路二段403至411號單號)",,,
1042,台北慈德宮,中山路二段４４３巷３０號,埔墘里,20-23,,,
1043,光復國中(七年8班),光環路一段７號,富貴里,1-5,,,
1044,光復國中(七年9班),光環路一段７號,富貴里,6-10,,,
1045,光復國中(七年1班),光環路一段７號,長壽里,1-6,,,
1046,光復國中(七年3班),光環路一段７號,長壽里,7-11,,,
1047,板橋區體育館(民生分館),民生路一段３０之１號２樓,福壽里,1-6,,變更,
1048,福壽市民活動中心,三民路二段居仁巷２弄５０號,福壽里,7-16,,,
1049,光復國中(七年5班),光環路一段７號,居仁里,1-8,,,
1050,光復國中(七年7班),光環路一段７號,居仁里,9-16,,,
1051,海山高中（活動中心1樓）,漢生東路２１５號,海山里,1-5,,,
1052,海山高中（活動中心1樓）,漢生東路２１５號,海山里,6-9,,,
1053,海山高中（活動中心1樓）,漢生東路２１５號,海山里,10-11,,,
1054,海山高中（活動中心1樓）,漢生東路２１５號,海山里,12-14,,,
1055,正隆廣場,民生路一段３３號,海山里,15-23,,,
1056,埔墘第二市民活動中心,中山路二段２５０巷１號,九如里,"1-6,14-16",,,
1057,埔墘福德宮(康樂台),中山路二段２５０巷１號(對面),九如里,7-13,,,
1058,民宅,三民路二段正隆巷１２弄２３號,正泰里,"1-5,14-16",,,
1059,民宅,三民路二段正泰３巷２３號,正泰里,6-13,,,
1060,埔墘國小(101教室),永豐街４２之８號,玉光里,1-6,,,
1061,玉光市民活動中心(前段),民生路二段臨５６號之３,玉光里,7-13,,,
1062,玉光市民活動中心(後段),民生路二段臨５６號之３,玉光里,14-21,,,
1063,光仁中學(國一忠),中山路二段２５５巷１８號,光仁里,1-7,,,
1064,光仁中學(國一仁),中山路二段２５５巷１８號,光仁里,8-15,,,
1065,永豐公園活動中心(左側靠康樂台),永豐街１２４號,雙玉里,1-10,,,
1066,永豐公園活動中心(右側),永豐街１２４號,雙玉里,11-18,,,
1067,埔墘國小(133教室),永豐街４２之８號,廣新里,1-10,,,
1068,埔墘國小(134教室),永豐街４２之８號,廣新里,11-16,,,
1069,埔墘國小(135教室),永豐街４２之８號,廣新里,17-24,,,
1070,海山國小(125教室),漢生東路２８０號,深丘里,1-4,,,
1071,海山國小(126教室),漢生東路２８０號,深丘里,5-9,,,
1072,海山國小(127教室),漢生東路２８０號,深丘里,10-13,,,
1073,海山國小(128教室),漢生東路２８０號,深丘里,14-20,,,
1074,久揚天廈(會議室),中山路一段２９３之１號,香丘里,1-5,,,
1075,久揚天廈(文藝中心),中山路一段２９３之１號,香丘里,6-10,,,
1076,久揚天廈(中庭),中山路一段２９３之１號,香丘里,11-14,,,
1077,西安市民活動中心(靠中山路段),民生路二段８９之１號,西安里,1-7,,,
1078,西安市民活動中心(靠原鐵路段),民生路二段８９之１號,西安里,8-14,,,
1079,民生公園活動中心,民生路一段３０號,東丘里,1-6,,,
1080,板橋區體育館(民生分館 ),民生路一段３０之１號,東丘里,7-12,,,
1081,板橋區體育館(民生分館 ),民生路一段３０之１號,東丘里,13-20,,,
1082,民宅(義橋宮),板新路７４號,民生里,"1-5,12",,,
1083,民宅(聖仁宮),民生路一段１１５號,民生里,"6-11,13,14",,,
1084,新北市私立祥寶老人養護中心,中山路一段２０６巷６號,長安里,"5-9,16",,,
1085,長安里資源回收站,長安街３３１巷５８號旁,長安里,"4,10-15",,,
1086,新站巴黎社區,板新路３７至６９號,長安里,"1-3,17,18,19",,,
1087,東安里臨時活動中心,長安街３３１巷５弄１２號旁,東安里,"1-5,10",,,
1088,東安里臨時活動中心,長安街３３１巷５弄１２號旁,東安里,"6-9,11",,,
1089,"金吉第大廈會議室	",中山路一段５０巷４０號,福丘里,1-7,,,
1090,新北市稅捐稽徵處,中山路一段１４３號,福丘里,8-14,,變更,
1091,實踐國小(103教室),實踐路９３巷５１號,福祿里,1-10,,,
1092,實踐國小(110教室),實踐路９３巷５１號,福祿里,11-19,,,
1093,海山國小(108教室),漢生東路２８０號,民族里,1-5,,,
1094,海山國小(109教室),漢生東路２８０號,民族里,6-12,,,
1095,海山國小(110教室),漢生東路２８０號,民族里,13-20,,,
1096,實踐國小(119教室),實踐路９３巷５１號,國泰里,1-9,,,
1097,實踐國小(107教室),實踐路９３巷５１號,國泰里,10-15,,,
1098,後埔國小(122教室),重慶路１５７號,後埔里,1-7,,,
1099,後埔國小(120教室),重慶路１５７號,後埔里,8-17,,,
1100,後埔國小(124教室),重慶路１５７號,福德里,"1-7,26-28",,,
1101,福泰社區活動中心,忠孝路忠義巷９弄１之１號,福德里,8-15,,,
1102,實踐國小(104教室),實踐路９３巷５１號,福德里,16-25,,,
1103,忠孝國中(103教室),成都街３０號,景星里,1-13,,,
1104,忠孝國中(105教室),成都街３０號,景星里,14-24,,,
1105,忠孝國中(106教室),成都街３０號,福星里,1-9,,,
1106,忠孝國中(107教室),成都街３０號,福星里,10-20,,,
1107,鄉雲市民活動中心,大華街１６８號１樓,鄉雲里,"1-8,11-13,21",,,
1108,宏法禪寺,大明街１５巷１５號,鄉雲里,"9,10,14-20",,,
1109,和平公園活動中心,重慶路３５５號,廣德里,"2,4-6,18,23,24",,,
1110,"重慶公園活動中心（右）",重慶路２４５巷３２弄１８號,廣德里,"7-11,25",,,
1111,"重慶公園活動中心（中）",重慶路２４５巷３２弄１８號,廣德里,"1,3,19-22",,,
1112,重慶國中(健康中心旁健康促進教室),國慶路１２０號,廣德里,12-17,,,
1113,重慶國中(909教室),國慶路１２０號,大豐里,"1,6-9,19-22",,,
1114,大豐市民活動中心,忠孝路４８巷５弄４號,大豐里,"2-5,10,17,18",,,
1115,重慶國中(917教室),國慶路１２０號,大豐里,11-16,,,
1116,重慶國中(701教室),國慶路１２０號,重慶里,1-8,,,
1117,重慶國中(702教室),國慶路１２０號,重慶里,9-15,,,
1118,重慶國中(704教室),國慶路１２０號,重慶里,16-24,,,
1119,重慶國中(705教室),國慶路１２０號,重慶里,25-30,,,
1120,重慶國中(706教室),國慶路１２０號,重慶里,31-38,,,
1121,重慶國中(802教室),國慶路１２０號,仁愛里,1-6,,,
1122,重慶國中(804教室),國慶路１２０號,仁愛里,7-12,,,
1123,重慶國中(823教室),國慶路１２０號,仁愛里,13-20,,,
1124,重慶國小(103教室),廣和街３１號,和平里,1-10,,,
1125,重慶國小(111教室),廣和街３１號,和平里,11-16,,,
1126,重慶國小(115教室),廣和街３１號,廣福里,"1-5,7",,,
1127,重慶國小(116教室),廣和街３１號,廣福里,"6,8-12",,,
1128,重慶國小(112教室),廣和街３１號,五權里,1-7,,,
1129,重慶國小(113教室),廣和街３１號,五權里,8-14,,,
1130,重慶國小(114教室),廣和街３１號,五權里,15-19,,,
1131,南雅公園活動中心,南雅南路二段１之１號,華興里,1-12,,,
1132,南雅公園活動中心,南雅南路二段１之１號,華興里,13-18,,,
1133,華貴市民活動中心(前段),大明街２０巷１９弄１３號,華貴里,1-10,,,
1134,華貴市民活動中心(後段),大明街２０巷１９弄１３號,華貴里,11-19,,,
1135,忠孝國中（109教室）,成都街３０號,華福里,1-5,,,
1136,忠孝國中（118教室）,成都街３０號,華福里,6-13,,,
1137,信義國小（114教室）,四川路二段２４５巷６０號,華德里,1-9,,,
1138,信義國小（115教室）,四川路二段２４５巷６０號,華德里,10-19,,,
1139,信義國小（117教室）,四川路二段２４５巷６０號,華德里,20-26,,,
1140,信義國小（118教室）,四川路二段２４５巷６０號,華德里,27-32,,,
1141,聖成宮活動中心,南雅南路二段４巷２號,華東里,"1-5,19",,,
1142,亞東技術學院（誠勤大樓1F羽球場）,四川路二段５８號,華東里,"6-10,18,20-24,29-32(含28鄰南雅南路二段27至37號單號)",,,
1143,華東市民活動中心,四川路二段１３０巷３２號,華東里,"11-17,25-28",,,
1144,廣厚宮,信義路１６４之２號,信義里,1-7,,變更,
1145,信義公園活動中心(左側),信義路１５０巷４３之１號,信義里,8-14,,,
1146,信義公園活動中心(右側),信義路１５０巷４３之１號,信義里,15-21,,,
1147,大觀國小(課後班、補校2),大觀路一段３０號,浮洲里,1-9,,,
1148,大觀國小(1年4班),大觀路一段３０號,浮洲里,10-19,,,
1149,大觀國小(1年1班),大觀路一段３０號,浮洲里,20-25,,,
1150,台大幼稚園,僑中一街８０巷７弄１號,華中里,"1-5,8,9",,,
1151,天藍幼稚園,僑中一街１２４巷３弄１６號,華中里,"6,7,10-14",,,
1152,華中市民活動中心,僑中一街１０２巷７弄１號,華中里,15-20,,,
1153,民宅,僑中二街１０２巷４４號,僑中里,1-4,,變更,
1154,民宅,僑中二街１０６巷４號,僑中里,5-10,,變更,
1155,民宅(浮洲車站對面),僑中二街１５２號,僑中里,11-16,,變更,
1156,大觀國中(C12教室),僑中一街１號,大觀里,1-7,,,
1157,大觀國中(C13教室),僑中一街１號,大觀里,8-14,,,
1158,土地公廟前舊活動中心,大觀路一段３８巷１５６弄３９號,歡園里,全里,,,
1159,中山國小(信義樓109教室),大觀路二段５９巷３１號,中山里,1-7,,,
1160,中山國小(信義樓111教室),大觀路二段５９巷３１號,中山里,8-14,,,
1161,中山國小(信義樓110教室),大觀路二段５９巷３１號,中山里,15-32,,,
1162,板橋榮家大門口左側,大觀路二段３２號,復興里,2-4,,,
1163,板橋榮家大門口右側,大觀路二段３２號,復興里,"1,5-8",,,
1164,中山國小(126教室),大觀路二段５９巷３１號,大安里,1-9,,,
1165,中山國小(127教室),大觀路二段５９巷３１號,大安里,10-17,,,
1166,中山國小(128教室),大觀路二段５９巷３１號,大安里,18-24,,,
1167,三抱竹聯合廣場(左側),大觀路二段４３１之１號,福安里,"1-5,14",,,
1168,三抱竹聯合廣場(右側),大觀路二段４３１之１號,福安里,"6-13,15-17",,,
1169,歡仔園活動中心(中間),大觀路一段３８巷１之５號,聚安里,1-11,,,
1170,歡仔園活動中心(旁邊間),大觀路一段３８巷１之５號,聚安里,12-16,,,
1171,歡仔園活動中心(右側),大觀路一段３８巷１之５號,聚安里,17-23,,,
1172,歡仔園活動中心(左側),大觀路一段３８巷１之５號,聚安里,24-28,,,
1173,聚安宮,大觀路二段１６２號,龍安里,1-8,,變更,
1174,聚安宮,大觀路二段１６２號,龍安里,9-20,,變更,
1175,沙崙國小(124教室會議室前段),篤行路二段１３２號,崑崙里,1-8,,,
1176,沙崙國小(124教室會議室後段),篤行路二段１３２號,崑崙里,9-15,,,
1177,沙崙國小(125教室家長會辦公室),篤行路二段１３２號,崑崙里,16-21,,,
1178,崑崙公園活動中心,大觀路三段２４０號,崑崙里,22-28,,變更,
1179,崑崙公園活動中心,大觀路三段２４０號,崑崙里,29-36,,變更,
1180,沙崙國小(116教室),篤行路二段１３２號,成和里,1-8,,,
1181,沙崙國小(118教室),篤行路二段１３２號,成和里,9-16,,,
1182,沙崙國小(119教室),篤行路二段１３２號,成和里,17-22,,,
1183,溪洲國小（101教室）,金門街２８９號,溪洲里,1-9,,,
1184,溪洲國小（102教室）,金門街２８９號,溪洲里,10-14,,,
1185,溪洲國小（103教室）,金門街２８９號,溪洲里,15-21,,,
1186,溪洲國小（104教室）,金門街２８９號,溪福里,"1-7,9",,,
1187,溪洲國小（105教室）,金門街２８９號,溪福里,"8,10-15",,,
1188,溪洲國小（107教室）,金門街２８９號,溪福里,16-22,,,
1189,溪洲國小（108教室）,金門街２８９號,溪福里,23-30,,,
1190,溪洲國小（110教室）,金門街２８９號,溪福里,"31-37,39",,,
1191,溪洲國小（活動中心音樂教室一）,金門街２８９號,溪福里,"38,40-44",,,
1192,北極宮長壽會館,溪崑二街７３巷１號,溪北里,1-8,,,
1193,沙崙國小(社教中心),篤行路二段１３２號,溪北里,9-18,,,
1194,溪洲國小（活動中心音樂教室二）,金門街２８９號,堂春里,1-10,,,
1195,溪崑社區活動中心,金門街２５３巷１０弄７號,堂春里,11-19,,,
