103年新北市地方公職人員選舉投開票所設置地點一覽表(草案),,,,,,,
,,,,,,,
,,,,,,,
樹林區(第7選舉區),,,,,,,
投開票所編號,場所名稱,投開票所地址,所屬里別,所屬鄰別,監察員姓名,備註,
1635,樹林區農會所(本會)停車場,鎮前街７７號,樹東里,全里,,變更,
1636,樹林義消分隊隊部,鎮前街３１號,樹北里,全里,,,
1637,彭福國小,忠孝街３０號,彭福里,1-10,,,
1638,彭福國小,忠孝街３０號,彭福里,11-23,,,
1639,彭福國小,忠孝街３０號,彭福里,24-33,,,
1640,樹林中學,中華路８號,和平里,1-9,,,
1641,樹林中學,中華路８號,和平里,10-19,,,
1642,樹林中學,中華路８號,和平里,20-28,,,
1643,彭福園小,忠孝街３０號,彭興里,"1-9,23-25",,,
1644,彭福國小,忠孝街３０號,彭興里,26-34,,,
1645,彭福國小,忠孝街３０號,彭興里,35-41,,新增,
1646,慈恩宮,太平路２２７號,彭興里,10-22,,,
1647,慈恩宮旁車庫,太平路２２７號,彭厝里,"16-29,31-33",,,
1648,哈佛幼兒園,太平路２２１號,彭厝里,"12-15,30,34,36-40",,,
1649,大同國小,大同街４３號,彭厝里,"1-11,35",,,
1650,大同國小,大同街４３號,大同里,1-8,,,
1651,大同國小,大同街４３號,大同里,9-18,,,
1652,大同國小,大同街４３號,中華里,1-9,,,
1653,大同國小,大同街４３號,中華里,10-19,,,
1654,大同國小,大同街４３號,太順里,1-9,,,
1655,大同國小,大同街４３號,太順里,10-16,,,
1656,育林國中,復興路３９５號,東昇里,"1-8,17-19",,,
1657,育林國小,復興路３９５號,東昇里,20-28,,,
1658,大同國小,大同街４３號,東昇里,9-16,,,
1659,大同國小,大同街４３號,東陽里,1-8,,,
1660,大同國小,大同街４３號,東陽里,"10,14-18",,,
1661,大同國小,大同街４３號,東陽里,"9,22-27,31",,,
1662,東陽市民活動中心,鎮前街４６７號,東陽里,"11-13,19-21,28-30",,,
1663,東山市民活動中心,中山路二段１７３號,東山里,"1-3,6,7,16-19",,,
1664,山佳國小,中山路三段５號,東山里,"4,5,8-15,20",,,
1665,山佳國小,中山路三段５號,山佳里,3-10,,,
1666,山佳國小,中山路三段５號,山佳里,11-18,,,
1667,育德國小,佳園路一段３４號,山佳里,"1,2",,新增,
1668,育德國小,佳園路一段３４號,山佳里,19-21,,,
1669,育德國小,佳園路一段３４號,中山里,1-9,,,
1670,育德國小,佳園路一段３４號,中山里,10-16,,,
1671,育德國小,佳園路一段３４號,中山里,17-25,,,
1672,育德國小,佳園路一段３４號,樂山里,全里,,,
1673,柑園國小,佳園路三段１５號,柑園里,"1-7,9-12",,,
1674,桃子腳國民中小學,學勤路５５５號,柑園里,"8,13-18",,新增,
1675,桃子腳國民中小學,學勤路５５５號,柑園里,19-25,,,
1676,桃子腳國民中小學,學勤路５５５號,柑園里,26-31,,,
1677,桃子腳國民中小學,學勤路５５５號,柑園里,32-37,,,
1678,土地公廟旁鐵皮屋,柑園街２段３６３巷口,西園里,全里,,變更,
1679,桃子腳國民中小學,學勤路５５５號,南園里,1-9,,,
1680,桃子腳國民中小學,學勤路５５５號,南園里,10-15,,,
1681,桃子腳國民中小學,學勤路５５５號,南園里,16-22,,新增,
1682,桃子腳國中小學,學勤路５５５號,南園里,23-30,,新增,
1683,桃子腳國民中小學,學勤路５５５號,南園里,31-38,,,
1684,桃子腳國民中小學,學勤路５５５號,南園里,39-45,,,
1685,桃子腳國民中小學,學勤路５５５號,南園里,46-52,,,
1686,民宅,柑園街一段２３號,東園里,全里,,,
1687,柑園國小,柑園街一段３５３號,北園里,1-6,,,
1688,柑園國小,柑園街一段３５３號,北園里,7-12,,,
