103年新北市地方公職人員選舉投開票所設置地點一覽表(草案),,,,,,,
,,,,,,,
,,,,,,,
永和區(第6選舉區),,,,,,,
投開票所編號,場所名稱,投開票所地址,所屬里別,所屬鄰別,監察員姓名,備註,
1534,嘉樂幼兒園,中和路５０１巷１７號,安和里,"1-5,10,14-15",,,
1535,自來水公司北區工程處停車場,水源街５２號旁停車場,安和里,"6-9,11-13,16-18",,變更,
1536,浸信會中和堂,永和路一段１５３號,前溪里,全里,,,
1537,永平高中704教室,永平路２０５號,和平里,1-8,,,
1538,永平高中705教室,永平路２０５號,和平里,9-18,,,
1539,永平高中706教室,永平路２０５號,和平里,19-24,,,
1540,民宅(聖媽宮),保平路２４６號旁,保平里,1-7,,變更,
1541,民宅,保平路２１４巷３弄１號,保平里,8-17,,,
1542,空屋,保平路２６８巷５１弄２２號,保平里,18-25,,變更,
1543,永平高中701教室,永平路２０５號,中溪里,1-6,,,
1544,永平高中702教室,永平路２０５號,中溪里,7-12,,,
1545,永平高中703教室,永平路２０５號,中溪里,13-21,,,
1546,永平高中813教室,永平路２０５號,保安里,1-10,,,
1547,永平國小113教室,保生路２５號,保安里,11-19,,,
1548,永平國小114教室,保生路２５號,保安里,20-28,,,
1549,永平國小115教室,保生路２５號,保安里,29-34,,,
1550,永平國小116教室,保生路２５號,保順里,1-7,,,
1551,永平國小117教室,保生路２５號,保順里,8-15,,,
1552,永平國小118教室,保生路２５號,保順里,16-20,,,
1553,永平國小119教室,保生路２５號,保順里,21-26,,,
1554,永平國小語文教室,保生路２５號,保順里,27-33,,,
1555,永平國小101教室,保生路２５號,保順里,34-36,,新增,
1556,永平國小102教室,保生路２５號,保順里,"37,38",,新增,
1557,保福宮,仁愛路２０２巷３號之１,下溪里,1-8,,,
1558,保福宮前,仁愛路２０２巷３號之１,下溪里,9-15,,,
1559,觀音寺,新生路２７３巷１之１號,大同里,全里,,,
1560,永和幼兒園大同分班,新生路２６號,新生里,全里,,,
1561,永成市民活動中心,環河西路二段５號,永成里,全里,,,
1562,文化下溪市民活動中心,保福路三段２之１號,忠義里,全里,,,
1563,頂溪國小118教室,文化路１３３號,仁愛里,1-9,,,
1564,頂溪國小119教室,文化路１３３號,仁愛里,10-17,,,
1565,頂溪國小121教室,文化路１３３號,文化里,1-9,,,
1566,頂溪國小122教室,文化路１３３號,文化里,10-18,,,
1567,永和天恩堂,信義路２３號,信義里,1-7,,,
1568,永和天恩堂,信義路２３號,信義里,8-15,,,
1569,頂溪國小115教室,文化路１３３號,後溪里,全里,,,
1570,頂溪國小123教室,文化路１３３號,上溪里,1-10,,,
1571,頂溪國小124教室,文化路１３３號,上溪里,11-20,,,
1572,忠孝市民活動中心4樓,忠孝街２６巷８號４樓,頂溪里,1-9,,,
1573,南清宮,忠孝街３４巷１０號,頂溪里,10-16,,,
1574,忠孝市民活動中心5樓,忠孝街２６巷８號５樓,河堤里,1-9,,,
1575,忠孝市民活動中心5樓,忠孝街２６巷８號５樓,河堤里,10-19,,,
1576,及人小學A-101教室,文化路１７２號,新?里,1-9,,,
1577,及人小學A-102教室,文化路１７２號,新?里,10-18,,,
