103年新北市地方公職人員選舉投開票所設置地點一覽表(草案),,,,,,,
,,,,,,,
,,,,,,,
烏來區(第8選舉區),,,,,,,
投開票所編號,場所名稱,投開票所地址,所屬里別,所屬鄰別,監察員姓名,備註,
,,,,,,,
2161,堰堤社區籃球場,新烏路五段１０８號,忠治里,全里,,,
2162,烏來綜合活動中心,烏來街３４號,烏來里,1-10,,,
2163,烏來社區活動中心(教會對面),環山路８２巷５號２樓,烏來里,11-15,,,
2164,孝義里辦公處,阿玉路２０號,孝義里,全里,,,
2165,信賢社區活動中心,信福路４８號,信賢里,全里,,,
2166,福山社區活動中心,李茂岸５１號,福山里,全里,,,
